Date,Min_Price_Bastnaesite-4625,Max_Price_Bastnaesite-4625,Min_Price_category-Rare_Earth,Max_Price_category-Rare_Earth,Min_Price_Cerium_Carbonate-496,Max_Price_Cerium_Carbonate-496,Min_Price_Cerium_Carbonate-543,Max_Price_Cerium_Carbonate-543,Min_Price_Cerium_Metal-494,Max_Price_Cerium_Metal-494,Min_Price_Cerium_Metal-495,Max_Price_Cerium_Metal-495,Min_Price_Cerium_Oxide-497,Max_Price_Cerium_Oxide-497,Min_Price_Cerium_Oxide-498,Max_Price_Cerium_Oxide-498,Min_Price_Cerium_Oxide-544,Max_Price_Cerium_Oxide-544,Min_Price_Cerium_Oxide-560,Max_Price_Cerium_Oxide-560,Min_Price_Dysprosium_Metal-499,Max_Price_Dysprosium_Metal-499,Min_Price_Dysprosium_Metal-500,Max_Price_Dysprosium_Metal-500,Min_Price_Dysprosium_Oxide-501,Max_Price_Dysprosium_Oxide-501,Min_Price_Dysprosium_Oxide-502,Max_Price_Dysprosium_Oxide-502,Min_Price_Erbium_Oxide-505,Max_Price_Erbium_Oxide-505,Min_Price_Erbium_Oxide-542,Max_Price_Erbium_Oxide-542,Min_Price_Europium_Metal-506,Max_Price_Europium_Metal-506,Min_Price_Europium_Oxide-507,Max_Price_Europium_Oxide-507,Min_Price_Europium_Oxide-508,Max_Price_Europium_Oxide-508,Min_Price_Ferro-dysprosium-503,Max_Price_Ferro-dysprosium-503,Min_Price_Ferro-dysprosium-504,Max_Price_Ferro-dysprosium-504,Min_Price_Ferro-gadolinium-509,Max_Price_Ferro-gadolinium-509,Min_Price_Ferro-holmium-554,Max_Price_Ferro-holmium-554,Min_Price_Gadolinium_Oxide-510,Max_Price_Gadolinium_Oxide-510,Min_Price_Gadolinium_Oxide-545,Max_Price_Gadolinium_Oxide-545,Min_Price_Holmium_Oxide-553,Max_Price_Holmium_Oxide-553,Min_Price_Ionic_RE_Conc.-4624,Max_Price_Ionic_RE_Conc.-4624,Min_Price_LaCe_Carbonate-4424,Max_Price_LaCe_Carbonate-4424,Min_Price_LaCe_Chloride-550,Max_Price_LaCe_Chloride-550,Min_Price_Lanthanum_Metal-511,Max_Price_Lanthanum_Metal-511,Min_Price_Lanthanum_Metal-512,Max_Price_Lanthanum_Metal-512,Min_Price_Lanthanum_Oxide-513,Max_Price_Lanthanum_Oxide-513,Min_Price_Lanthanum_Oxide-514,Max_Price_Lanthanum_Oxide-514,Min_Price_Lanthanum_Oxide-539,Max_Price_Lanthanum_Oxide-539,Min_Price_Lanthanum_Oxide-540,Max_Price_Lanthanum_Oxide-540,Min_Price_Lutetium_Oxide-551,Max_Price_Lutetium_Oxide-551,Min_Price_Monazite-4626,Max_Price_Monazite-4626,Min_Price_NdFeB-4531,Max_Price_NdFeB-4531,Min_Price_NdFeB-4532,Max_Price_NdFeB-4532,Min_Price_NdFeB-4533,Max_Price_NdFeB-4533,Min_Price_NdFeB-4534,Max_Price_NdFeB-4534,Min_Price_NdFeB-4535,Max_Price_NdFeB-4535,Min_Price_NdFeB-4536,Max_Price_NdFeB-4536,Min_Price_NdFeB-4537,Max_Price_NdFeB-4537,Min_Price_NdFeB-4538,Max_Price_NdFeB-4538,Min_Price_NdFeB-4539,Max_Price_NdFeB-4539,Min_Price_NdFeB-4540,Max_Price_NdFeB-4540,Min_Price_Neodymium_Metal-518,Max_Price_Neodymium_Metal-518,Min_Price_Neodymium_Metal-519,Max_Price_Neodymium_Metal-519,Min_Price_Neodymium_Oxide-520,Max_Price_Neodymium_Oxide-520,Min_Price_Neodymium_Oxide-521,Max_Price_Neodymium_Oxide-521,Min_Price_Praseodymium_Metal-522,Max_Price_Praseodymium_Metal-522,Min_Price_Praseodymium_Oxide-523,Max_Price_Praseodymium_Oxide-523,Min_Price_Praseodymium_Oxide-524,Max_Price_Praseodymium_Oxide-524,Min_Price_Praseodymium_Oxide-561,Max_Price_Praseodymium_Oxide-561,Min_Price_PrNd_Mischmetal-526,Max_Price_PrNd_Mischmetal-526,Min_Price_PrNd_Mischmetal-527,Max_Price_PrNd_Mischmetal-527,Min_Price_PrNd_Oxide-525,Max_Price_PrNd_Oxide-525,Min_Price_Samarium_Metal-529,Max_Price_Samarium_Metal-529,Min_Price_Samarium_Metal-530,Max_Price_Samarium_Metal-530,Min_Price_Samarium_Oxide-531,Max_Price_Samarium_Oxide-531,Min_Price_Samarium_Oxide-546,Max_Price_Samarium_Oxide-546
2010-07-26,0,0,0,0,0,0,0,0,0,0,7.73,8.12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,290.77,302.37,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,423.79,439.25,219.24,220.01,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"31,939.41","32,281.61",40.6,41.37,0,0,"30,933.42","31,320.08",41.37,42.15,0,0,"30,778.75","31,165.42",0.0,0.0,"28,517.33","28,859.54",0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2010-07-28,0,0,0,0,0,0,0,0,0,0,7.7,8.08,0,0,0,0,0,0,0.0,0.0,0.0,0.0,289.41,300.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,429.50,444.89,221.29,222.06,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"31,796.50","32,137.18",44.26,45.03,0,0,"30,788.18","31,173.03",45.03,45.8,0,0,"30,634.24","31,019.09",0.0,0.0,"28,389.73","28,730.41",0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2010-07-30,0,0,0,0,0,0,0,0,0,0,9.21,9.59,0,0,0,0,0,0,0.0,0.0,0.0,0.0,288.61,300.12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,435.98,451.34,221.45,222.21,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"31,722.65","32,062.54",45.67,46.44,0,0,"31,086.89","31,470.68",46.44,47.21,0,0,"31,086.89","31,470.68",0.0,0.0,"28,323.80","28,663.68",0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2010-08-02,0,0,0,0,0,0,0,0,0,0,9.18,9.56,0,0,0,0,0,0,0.0,0.0,0.0,0.0,287.62,299.09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,436.01,451.31,219.15,219.92,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"31,617.34","31,956.10",46.28,47.04,0,0,"30,979.88","31,362.35",47.04,47.81,0,0,"30,979.88","31,362.35",0.0,0.0,"28,229.77","28,568.52",0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2010-08-04,0,0,0,0,0,0,0,0,0,0,9.09,9.47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,284.72,296.08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,431.62,446.77,216.95,217.70,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"31,308.00","31,643.45",45.81,46.57,0,0,"30,667.88","31,046.49",46.57,47.33,0,0,"30,667.88","31,046.49",0.0,0.0,"27,953.57","28,289.02",0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2010-08-06,0,0,0,0,0,0,0,0,0,0,16.7,17.08,0,0,0,0,0,0,0.0,0.0,0.0,0.0,285.37,296.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,434.12,449.30,217.44,218.20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"31,397.53","31,733.93",45.92,46.68,0,0,"38,327.26","38,706.74",46.68,47.43,0,0,"37,947.78","38,327.26",0.0,0.0,"27,977.44","28,313.84",0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2010-08-09,0,0,0,0,0,0,0,0,0,0,16.6,16.98,0,0,0,0,0,0,0.0,0.0,0.0,0.0,283.71,295.03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,431.60,446.69,216.18,216.93,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"31,220.73","31,555.24",45.65,46.4,0,0,"38,104.58","38,481.85",46.4,47.16,0,0,"37,727.31","38,104.58",0.0,0.0,"27,819.90","28,154.41",0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2010-08-11,0,0,0,0,0,0,0,0,0,0,16.9,17.29,0,0,0,0,0,0,0.0,0.0,0.0,0.0,288.88,300.40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,439.46,454.82,220.11,220.88,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"31,752.15","32,092.35",46.48,47.25,0,0,"38,798.40","39,182.54",47.25,48.02,0,0,"38,414.26","38,798.40",0.0,0.0,"28,236.73","28,576.94",0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2010-08-13,0,0,0,0,0,0,0,0,0,0,17.19,17.58,0,0,0,0,0,0,0.0,0.0,0.0,0.0,292.21,303.93,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,446.91,462.54,222.28,223.06,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"32,192.05","32,536.96",47.27,48.05,0,0,"39,456.21","39,846.86",48.05,48.83,0,0,"39,065.55","39,456.21",0.0,0.0,"28,627.93","28,972.84",0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2010-08-16,0,0,0,0,0,0,0,0,0,0,17.94,18.33,0,0,0,0,0,0,0.0,0.0,0.0,0.0,290.17,301.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,452.42,468.02,221.14,221.92,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"32,080.29","32,424.01",47.19,47.97,0,0,"39,781.59","40,171.61",47.97,48.75,0,0,"39,001.56","39,391.58",0.0,0.0,"28,528.55","28,872.26",0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2010-08-18,0,0,0,0,0,0,0,0,0,0,25.62,26.01,0,0,0,0,0,0,0.0,0.0,0.0,0.0,288.82,300.47,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,454.19,469.72,213.12,213.90,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"32,008.41","32,351.36",56.29,57.07,0,0,"47,748.45","48,136.65",55.51,56.29,0,0,"46,583.85","46,972.05",0.0,0.0,"28,464.62","28,807.57",0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2010-08-20,0,0,0,0,0,0,0,0,0,0,25.96,26.36,0,0,0,0,0,0,0.0,0.0,0.0,0.0,292.66,304.46,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,460.23,475.97,215.95,216.74,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"32,441.20","32,788.78",57.43,58.22,0,0,"48,383.29","48,776.65",56.25,57.04,0,0,"47,203.21","47,596.57",0.0,0.0,"28,849.50","29,197.08",0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
